<<<<<<< HEAD
Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Giorgi Mamardashvili-Valencia C. F.;Dimitri Foulquier-Valencia C. F.;César Tárrega-Valencia C. F.;Cristhian Mosquera-Valencia C. F.;José Luis Gayà-Valencia C. F.;Luis Rioja González-Valencia C. F.;Javier Guerra Moreno-Valencia C. F.;Enzo Barrenechea-Valencia C. F.;André Almeida-Valencia C. F.;Diego López Noguerol-Valencia C. F.;Hugo Duro Perales-Valencia C. F.;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Umar Sadiq-Valencia C. F.;Max Aarons-Valencia C. F.;Mouctar Diakhaby-Valencia C. F.;Jesús Vázquez Alcalde-Valencia C. F.;Iván Jaime Pajuelo-Valencia C. F.;José Luis García Vayá-Valencia C. F.;Stole Dimitrievski-Valencia C. F.;Yarek Gasiorowski-Valencia C. F.;Fran Pérez Martínez-Valencia C. F.;Hugo Guillamón-Valencia C. F.;Sergi Canós-Valencia C. F.;Germán Valera-Valencia C. F.;Martín Tejón-Valencia C. F.;Daniel Gómez Alcón-Valencia C. F.;Iker Córdoba-Valencia C. F.;Ismael Santana Vera-Valencia C. F.;Thierry Correia-Valencia C. F.;Maximiliano Caufriez-Valencia C. F.;Rodrigo Abajas-Valencia C. F.;Rafa Mir-Valencia C. F.;Cenk Özkacar-Valencia C. F.;Alberto Marí-Valencia C. F.;Peter González-Valencia C. F.;Roman Yaremchuk-Valencia C. F.;Jaume Doménech-Valencia C. F.;Selim Amallah-Valencia C. F.;Gabriel Paulista-Valencia C. F.;Rubén Iranzo-Valencia C. F.;Marco Camus-Valencia C. F.;Pablo Gozálbez-Valencia C. F.;Hugo González Sotos-Valencia C. F.;Nico González-Valencia C. F.;Samuel Lino-Valencia C. F.;Justin Kluivert-Valencia C. F.;Antonio Latorre-Valencia C. F.;Eray Cömert-Valencia C. F.;Edinson Cavani-Valencia C. F.;Yunus Musah-Valencia C. F.;Ilaix Moriba-Valencia C. F.;Samu Castillejo-Valencia C. F.;Marcos André-Valencia C. F.
2025-02-09;Valencia C. F.;1;3;4;52;47;Leganés;1;1;19;12;4;4;0.44;0.56;362;0.77;14;9;1;1;0;0;9;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;3;0.0466666666666666;0.0714285714285714;279;0.050179211469534;634.0909090909091;0.4736842105263157;20.454545454545453;7;-0.12;6;0;5;0.0524861878453038;0.1052631578947368;0.22;4.5;2;0;2;1;0;0;0;1;0.1052631578947368;0.5;0.005524861878453;9.5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-06;Valencia C. F.;19;9;0;52;10;Barcelona;2;0;4;17;1;9;0.23;0.77;242;0.73;6;7;2;0;0;0;3;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.0452941176470588;0.3333333333333333;177;0.0338983050847457;769.5652173913043;0.75;13.043478260869565;-13;-0.54;-1;2;-1;0.0165289256198347;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-02;Valencia C. F.;1;3;6;52;44;Celta de Vigo;1;2;8;3;5;2;0.46;0.54;449;0.83;9;17;1;2;0;0;5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.18;0.1111111111111111;373;0.0241286863270777;810.8695652173913;0.625;10.869565217391305;5;-0.08;3;-1;-8;0.0178173719376391;0.25;0.23;2.5;1;1;2;1;0;0;0;1;0.25;0.4;0.0044543429844097;4.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-26;Valencia C. F.;1;1;3;52;10;Barcelona;1;0;7;22;2;11;0.28;0.72;265;0.74;12;10;1;0;0;0;4;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;14;0.0327272727272727;0.0833333333333333;196;0.0612244897959183;699.9999999999999;0.5714285714285714;14.285714285714285;-15;-0.4399999999999999;-10;1;2;0.0264150943396226;0.1428571428571428;0.28;4.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.5;0.0037735849056603;7.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Valencia C. F.;1;3;2;52;46;Real Sociedad;3;4;7;9;2;3;0.34;0.66;269;0.68;10;12;3;4;0;0;4;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;7;0.0733333333333333;0.3;183;0.0546448087431694;538.2352941176471;0.5714285714285714;11.76470588235294;-2;-0.32;-3;-1;-2;0.0260223048327137;0.1428571428571428;0.34;4.0;1;0;1;1;0;0;0;1;0.1428571428571428;0.5;0.0037174721189591;7.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Valencia C. F.;19;6;0;52;-1;Ourense;0;1;9;9;3;4;0.58;0.42;538;0.86;12;6;0;1;0;0;7;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.0466666666666666;0.0;463;0.0259179265658747;798.2758620689656;0.7777777777777778;12.06896551724138;0;0.1599999999999999;3;-1;6;0.0167286245353159;0.2222222222222222;0.29;3.5;0;2;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.0037174721189591;4.5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Valencia C. F.;1;3;3;52;43;Sevilla;2;1;5;15;1;5;0.46;0.54;397;0.81;8;16;2;1;0;0;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;10;0.036;0.25;322;0.0248447204968944;700.0;0.2;2.1739130434782608;-10;-0.08;-9;1;-8;0.0125944584382871;0.2;0.46;1.0;0;1;1;0;1;0;1;0;0.2;1.0;0.0025188916876574;5.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-07;Valencia C. F.;19;3;1;52;131;CD Eldense;4;2;16;11;6;2;0.57;0.43;524;0.84;7;9;4;2;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3;0.039090909090909;0.5714285714285714;440;0.0159090909090909;771.9298245614036;0.1875;5.2631578947368425;5;0.1399999999999999;0;2;-2;0.0305343511450381;0.125;0.285;1.5;2;0;2;1;0;0;1;0;0.125;0.3333333333333333;0.0038167938931297;8.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-03;Valencia C. F.;1;1;3;52;12;Real Madrid;2;4;8;17;5;5;0.38;0.62;377;0.81;16;9;2;3;0;1;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.0364705882352941;0.125;305;0.0524590163934426;802.6315789473684;0.25;5.2631578947368425;-9;-0.24;-3;-2;7;0.0212201591511936;0.125;0.38;2.0;1;0;1;0;0;1;0;1;0.125;0.2;0.0026525198938992;8.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Valencia C. F.;1;3;9;52;45;Alavés;2;1;8;11;3;3;0.62;0.38;469;0.77;20;15;2;1;0;0;5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0345454545454545;0.1;361;0.0554016620498614;582.258064516129;0.625;8.064516129032258;-3;0.24;1;1;5;0.0170575692963752;0.25;0.31;2.5;0;2;2;0;1;0;0;1;0.25;0.6666666666666666;0.0042643923240938;4.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-18;Valencia C. F.;1;3;1;52;49;RCD Espanyol;0;1;14;10;4;3;0.55;0.45;476;0.82;11;13;0;1;0;0;7;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;4;0.045;0.0;390;0.0282051282051282;709.090909090909;0.5;12.727272727272728;4;0.1;3;-1;-2;0.0294117647058823;0.0714285714285714;0.55;7.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.25;0.0021008403361344;14.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-13;Valencia C. F.;1;1;3;52;51;Valladolid;2;5;14;2;2;1;0.68;0.32;521;0.88;10;10;2;4;0;1;7;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1;0.16;0.2;458;0.0218340611353711;673.5294117647059;0.5;10.294117647058822;12;0.36;6;-3;0;0.0268714011516314;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Valencia C. F.;1;9;3;52;42;Rayo Vallecano;2;2;14;6;6;1;0.61;0.39;462;0.82;5;12;2;2;0;0;9;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.065;0.4;379;0.0131926121372031;621.3114754098361;0.6428571428571429;14.754098360655735;8;0.2199999999999999;5;0;-7;0.0303030303030303;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Valencia C. F.;19;7;0;52;-1;Ejea;1;1;7;10;4;1;0.57;0.43;467;0.77;9;9;1;1;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.043;0.1111111111111111;360;0.025;631.5789473684212;0.2857142857142857;3.5087719298245617;-3;0.1399999999999999;-4;0;0;0.0149892933618843;0.4285714285714285;0.1899999999999999;0.6666666666666666;0;3;3;1;0;0;1;0;0.4285714285714285;0.75;0.006423982869379;2.333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-29;Valencia C. F.;1;9;3;52;40;R.C.D. Mallorca;1;1;7;9;1;3;0.52;0.48;463;0.78;14;9;1;1;0;0;6;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.0533333333333333;0.0714285714285714;361;0.038781163434903;694.2307692307692;0.8571428571428571;11.538461538461538;-2;0.04;3;0;5;0.0151187904967602;0.1428571428571428;0.52;6.0;1;0;1;0;0;1;1;0;0.1428571428571428;1.0;0.0021598272138228;7.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Valencia C. F.;19;3;0;52;-1;Parla Escuela;0;1;15;8;4;2;0.6;0.4;449;0.8;19;15;0;1;0;0;4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.05;0.0;359;0.0529247910863509;598.3333333333334;0.2666666666666666;6.666666666666667;7;0.1999999999999999;1;-1;4;0.0334075723830735;0.0666666666666666;0.6;4.0;1;0;1;1;0;0;1;0;0.0666666666666666;0.25;0.0022271714922048;15.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Valencia C. F.;1;9;3;52;39;Betis;4;2;11;7;5;3;0.48;0.52;415;0.8;10;16;4;2;0;0;2;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.0742857142857142;0.4;332;0.0301204819277108;691.6666666666667;0.1818181818181818;4.166666666666667;4;-0.04;-2;2;-6;0.0265060240963855;0.3636363636363636;0.12;0.5;1;3;4;1;0;0;0;1;0.3636363636363636;0.8;0.0096385542168674;2.75;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Valencia C. F.;1;9;1;52;48;Getafe;7;3;2;15;1;4;0.35;0.65;232;0.53;20;20;7;3;0;0;2;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;8;0.0433333333333333;0.35;123;0.1626016260162601;351.42857142857144;1.0;5.714285714285714;-13;-0.3;-6;4;0;0.0086206896551724;0.5;0.35;2.0;1;0;1;0;1;0;1;0;0.5;1.0;0.0043103448275862;2.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-21;Valencia C. F.;1;1;3;52;50;U. D. Las Palmas;4;9;14;11;7;6;0.47;0.53;413;0.77;12;12;3;9;1;0;11;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0481818181818181;0.3333333333333333;318;0.0377358490566037;676.5957446808511;0.7857142857142857;23.404255319148938;3;-0.06;9;-5;0;0.0338983050847457;0.1428571428571428;0.235;5.5;1;1;2;0;0;1;0;1;0.1428571428571428;0.2857142857142857;0.0048426150121065;7.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-04;Valencia C. F.;1;9;3;52;47;Leganés;2;2;6;8;1;0;0.41;0.59;355;0.73;14;15;2;2;0;0;2;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.07375;0.1428571428571428;259;0.054054054054054;631.7073170731708;0.3333333333333333;4.878048780487805;-2;-0.18;1;0;-1;0.0169014084507042;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Valencia C. F.;1;1;7;52;46;Real Sociedad;0;0;9;11;4;6;0.38;0.62;330;0.74;12;7;0;0;0;0;4;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;6;0.0563636363636363;0.0;244;0.0491803278688524;642.1052631578947;0.4444444444444444;10.526315789473683;-2;-0.24;-2;0;5;0.0272727272727272;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Valencia C. F.;1;1;0;52;41;Osasuna;2;3;10;9;3;2;0.52;0.48;388;0.76;6;11;2;3;0;0;10;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5;0.0533333333333333;0.3333333333333333;295;0.0203389830508474;567.3076923076923;1.0;19.23076923076923;1;0.04;5;-1;-5;0.0257731958762886;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Valencia C. F.;1;1;4;52;27;Atlético Madrid;2;1;5;14;1;4;0.47;0.53;465;0.82;8;10;2;1;0;0;3;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.0378571428571428;0.25;381;0.0209973753280839;810.6382978723404;0.6;6.382978723404256;-9;-0.06;-4;1;-2;0.010752688172043;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Valencia C. F.;1;1;1;52;37;Villarreal;3;4;22;9;5;2;0.58;0.42;479;0.87;15;11;3;3;0;1;14;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3;0.0466666666666666;0.2;417;0.0359712230215827;718.9655172413794;0.6363636363636364;24.13793103448276;13;0.1599999999999999;11;-1;4;0.045929018789144;0.0454545454545454;0.58;14.0;1;0;1;0;1;0;0;1;0.0454545454545454;0.2;0.0020876826722338;22.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Valencia C. F.;1;1;3;52;38;Athletic;3;1;2;13;0;4;0.49;0.51;415;0.75;9;14;3;1;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5;0.0392307692307692;0.3333333333333333;311;0.0289389067524115;634.6938775510204;1.5;6.122448979591836;-11;-0.02;-2;2;-5;0.0048192771084337;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Valencia C. F.;1;1;6;52;44;Celta de Vigo;0;3;13;7;5;5;0.52;0.48;493;0.84;11;9;0;3;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.0685714285714285;0.0;414;0.0265700483091787;796.1538461538461;0.5384615384615384;13.461538461538462;6;0.04;3;-3;2;0.0263691683569979;0.0769230769230769;0.52;7.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.2;0.0020283975659229;13.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Valencia C. F.;1;1;3;52;10;Barcelona;2;3;6;18;2;6;0.35;0.65;315;0.77;11;13;2;3;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;8;0.0361111111111111;0.1818181818181818;243;0.0452674897119341;694.2857142857143;0.5;8.571428571428571;-12;-0.3;-5;-1;-2;0.019047619047619;0.1666666666666666;0.35;3.0;1;0;1;0;0;1;0;1;0.1666666666666666;0.5;0.0031746031746031;6.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Valencia C. F.;6;1;3;52;28;PSV;2;0;12;17;6;7;0.35;0.65;305;0.75;12;10;2;0;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.038235294117647;0.1666666666666666;229;0.0524017467248908;654.2857142857143;0.3333333333333333;11.428571428571429;-5;-0.3;0;2;2;0.0393442622950819;0.0833333333333333;0.35;4.0;1;0;1;0;0;1;1;0;0.0833333333333333;0.1666666666666666;0.0032786885245901;12.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Valencia C. F.;1;1;3;52;24;Girona;2;0;20;18;6;5;0.36;0.64;343;0.86;10;8;2;0;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0355555555555555;0.2;295;0.0338983050847457;819.4444444444445;0.25;13.88888888888889;2;-0.28;1;2;2;0.0583090379008746;0.05;0.36;5.0;0;1;1;0;0;1;0;1;0.05;0.1666666666666666;0.0029154518950437;20.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-16;Valencia C. F.;1;1;0;52;46;Real Sociedad;2;0;7;10;3;5;0.41;0.59;402;0.76;13;11;2;0;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.059;0.1538461538461538;306;0.0424836601307189;746.3414634146342;0.4285714285714285;7.317073170731708;-3;-0.18;0;2;2;0.017412935323383;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
